Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 222	Expression 151	Expression 154	Expression 271	Expression 544	Expression 568	qValue 222 vs 151	qValue 222 vs 154	qValue 222 vs 271	qValue 222 vs 544	qValue 222 vs 568	qValue 151 vs 154	qValue 151 vs 271	qValue 151 vs 544	qValue 151 vs 568	qValue 154 vs 271	qValue 154 vs 544	qValue 154 vs 568	qValue 271 vs 544	qValue 271 vs 568	qValue 544 vs 568
133156	133174	133809	133809	+	-	PA14_01390	hypothetical protein	106	73	101	87	104	105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9557472991682663	1.0	1.0	1.0	1.0	1.0	1.0
134353	134301	133849	133816	-	-	PA14_01400	hypothetical protein	33	37	35	30	36	28	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8912705923617439	1.0	1.0	1.0	1.0	1.0	1.0
134354	134433	134906	135031	+	-	PA14_01410	hypothetical protein	75	88	82	91	77	89	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	135162	135890		+	-	PA14_01430	short chain dehydrogenase	13	10	10	11	10	12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	135915	136502		+	-	PA14_01440	hypothetical protein	15	17	11	12	13	14	1.0	1.0	1.0	1.0	1.0	0.5155066208099702	0.9558840963382491	1.0	0.8266364443125943	1.0	1.0	1.0	1.0	1.0	1.0
	136732	138081		+	-	PA14_01460	C4-dicarboxylate transporter DctA	10	14	9	10	13	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.802857646849982	1.0	1.0	1.0	1.0	1.0	1.0
138130	138130	138816	138816	+	-	PA14_01470	transcriptional regulator	68	58	50	58	60	60	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	138917	139651		+	-	PA14_01480	hypothetical protein	22	25	18	20	18	19	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8953786333713087	1.0	1.0	1.0	1.0	1.0	1.0
139741	139831	140241	140241	+	-	PA14_01490	hemolysin	2956	160	1024	2108	1401	3762	2.060453416029329E-123	0.935554602781668	1.0	1.0	1.0	3.5247001040716035E-9	1.7435536299903154E-54	2.6816917018804026E-20	1.4015760117653375E-214	1.0	1.0	0.16599255000426077	1.0	1.0	1.0
141181	141181	140273	140242	-	-	PA14_01500	transcriptional regulator	189	30	58	127	84	196	2.4694409520275973E-13	0.007165864932955352	1.0	0.8691174379896774	1.0	1.0	8.924276648668559E-5	0.16269120638270987	1.2846986992450759E-14	0.4089265255260433	1.0	0.0022292992848618287	1.0	1.0	0.9819271775017226
	141762	141481		-	-	PA14_01510	hypothetical protein	11	8	8	7	7	7	1.0	1.0	0.9714893286801837	0.8317323935395886	0.20872430231292127	1.0	1.0	1.0	0.805811203324004	1.0	1.0	1.0	1.0	1.0	1.0
	141986	141759		-	-	PA14_01520	hypothetical protein	10	8	9	9	9	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	142785	142162		-	-	PA14_01540	hypothetical protein	16	17	13	8	14	9	1.0	1.0	0.023154103546544513	1.0	0.10197565814851554	1.0	0.01084610034728429	1.0	0.025855244996747365	0.5298111357833919	1.0	0.7149446158010446	0.5565626434337372	1.0	0.6504509719713432
142886	142886	143386		+	-	PA14_01550	lipoprotein	25	31	27	24	27	19	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.42410508861826346	1.0	1.0	1.0	1.0	1.0	1.0
143458	143458	143799	143799	+	-	PA14_01560	hypothetical protein	98	73	154	58	48	59	1.0	1.0	0.4413144815179821	0.2840608361904574	0.46694728179511147	0.7454432158262578	1.0	1.0	0.8851422754558553	0.006600764889074618	0.001312118097353417	0.0030410580326374324	1.0	1.0	1.0
145313	145308	143881	143800	-	gabP	PA14_01580	gamma-aminobutyrate permease	39	55	47	60	55	66	1.0	1.0	0.83496520148536	1.0	0.700671223989486	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
146970	146970	145477	145477	-	-	PA14_01600	aldehyde dehydrogenase	263	323	268	377	335	401	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	147341	147054	147054	-	-	PA14_01610	hypothetical protein	96	171	173	290	220	343	0.6051977433774203	0.9443235106707649	0.006130474749890969	0.13360600933744873	3.1921309409849776E-4	1.0	1.0	1.0	0.5277865194428618	0.955672095099445	1.0	0.3912442935620885	1.0	1.0	1.0
148692	148687	147341		-	aptA	PA14_01620	beta alanine--pyruvate transaminase	161	266	260	396	349	569	1.0	1.0	0.820830759295225	1.0	0.23932799517914655	1.0	1.0	1.0	0.9958932015506519	1.0	1.0	0.9895864594364934	1.0	1.0	1.0
	148823	149740	149740	+	-	PA14_01640	LysR family transcriptional regulator	17	20	19	22	18	23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
151229	151223	149853	149741	-	-	PA14_01660	guanine deaminase	52	45	45	48	50	51	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9962017771681277	1.0	1.0	1.0	1.0	1.0	1.0
	152381	153952		+	-	PA14_01670	ABC transporter ATP-binding protein	12	10	13	13	11	12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	153952	155049		+	-	PA14_01680	ABC transporter permease	4	4	3	4	5	4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
155072	155072	156052		+	-	PA14_01690	ABC transporter permease	16	18	18	15	16	15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9637931692632062	1.0	1.0	1.0	1.0	1.0	1.0
156136	156164	156727	156789	+	ahpC	PA14_01710	alkyl hydroperoxide reductase	1247	649	297	276	440	1483	1.0	0.012178937711791023	0.004508782910188933	0.9845689925902057	1.0	1.0	1.0	1.0	0.9910154141938775	1.0	1.0	2.34342725294294E-4	1.0	1.2425731365508561E-4	0.7672220349753225
156867	156872	158437	158516	+	ahpF	PA14_01720	alkyl hydroperoxide reductase	288	98	98	59	74	280	0.5793613592205267	0.4299046254779875	4.899232073144353E-5	0.07274037837710857	1.0	1.0	1.0	1.0	0.4612511604331878	1.0	1.0	0.3228818240839506	1.0	1.2528241515250032E-4	0.14358312571858312
159446	159413	158517	158517	-	-	PA14_01730	hypothetical protein	562	683	744	382	542	498	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	159868	161217		+	-	PA14_01750	hydroxydechloroatrazine ethylaminohydrolase	19	31	24	29	30	22	0.9521680611008149	1.0	1.0	0.9464164933386354	1.0	1.0	1.0	1.0	0.7670878717379973	1.0	1.0	1.0	1.0	1.0	1.0
161339	161387	162376	162376	+	nuh	PA14_01760	nonspecific ribonucleoside hydrolase	79	97	98	103	90	88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
163262	163261	162413	162377	-	-	PA14_01770	nucleoside-binding outer membrane protein	35	56	47	59	47	41	0.9444537131861939	1.0	0.6628075104994511	1.0	1.0	1.0	1.0	1.0	0.7808157931419449	1.0	1.0	1.0	1.0	1.0	1.0
163946	163922	163296	163263	-	-	PA14_01780	nucleoside 2-deoxyribosyltransferase	85	136	133	158	116	117	0.940967938117128	1.0	0.4807400316539325	1.0	1.0	1.0	1.0	1.0	0.9658073348614212	1.0	1.0	1.0	1.0	1.0	1.0
	164590	164072		-	-	PA14_01790	nucleoside 2-deoxyribosyltransferase	23	26	28	23	23	22	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9867598511360286	1.0	1.0	1.0	1.0	1.0	1.0
	164828	165925		+	-	PA14_01800	hypothetical protein	5	7	6	7	4	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6643355852988639	1.0	1.0	1.0	1.0	1.0	1.0
	165998	166960		+	-	PA14_01810	oxidoreductase	23	21	22	22	21	23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
166961	167065	168015	168211	+	-	PA14_01830	adenosine deaminase	33	33	36	34	26	29	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
	168212	168757		+	-	PA14_01840	RNA polymerase ECF-subfamily sigma-70 factor	17	22	21	44	29	18	1.0	1.0	0.03137949991772195	0.8758094538484305	1.0	1.0	0.5634634407753963	1.0	0.9644322707763724	0.2049990203627254	1.0	1.0	1.0	0.010601253555066187	0.8117771734738555
	168754	169749		+	-	PA14_01860	transmembrane sensor	11	15	12	18	15	8	1.0	1.0	1.0	1.0	0.46239202953779956	1.0	1.0	1.0	0.030789397775612303	1.0	1.0	0.3959754279216171	1.0	0.002026838214488552	0.03418727486674095
	169897	172284		+	-	PA14_01870	TonB-dependent receptor	7	6	7	9	7	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	0.8810759069070875	1.0
172662	172662	173489	173489	+	pcaQ	PA14_01890	transcriptional regulator PcaQ	39	38	44	32	37	38	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	173624	174343		+	pcaH	PA14_01900	protocatechuate 3,4-dioxygenase subunit beta	10	11	11	11	9	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	174354	174959		+	pcaG	PA14_01910	protocatechuate 3,4-dioxygenase subunit alpha	11	13	14	12	12	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
	175175	176014		+	pcaR	PA14_01930	transcriptional regulator PcaR	14	14	14	15	13	16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
176167	176167	177318		+	-	PA14_01940	RND efflux membrane fusion protein	97	113	124	155	113	106	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
	177315	178385		+	-	PA14_01960	RND efflux membrane fusion protein	84	124	114	145	115	107	1.0	1.0	0.8367341108080903	1.0	1.0	1.0	1.0	1.0	0.9681997054802729	1.0	1.0	1.0	1.0	1.0	1.0
	178382	181429	181429	+	-	PA14_01970	RND efflux transporter	120	178	173	207	180	173	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
181474	181628	182566	182681	+	-	PA14_01980	LysR family transcriptional regulator	45	52	51	49	53	51	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
182682	182682	182867	182890	+	-	PA14_01990	hypothetical protein	31	33	29	29	26	28	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9531098971916475	1.0	1.0	1.0	1.0	1.0	1.0
	183147	183299		+	-	PA14_02010	hypothetical protein	14	6	7	6	8	5	0.252640249919544	0.008979326856810426	0.013207462471526175	0.16895397321866906	1.318427062994588E-4	1.0	1.0	1.0	0.8266364443125943	1.0	1.0	1.0	1.0	1.0	1.0
183454	183454	184788	184816	+	-	PA14_02020	outer membrane porin	32	34	28	26	30	25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7980420480470243	1.0	1.0	1.0	1.0	1.0	1.0
185614	185614	184817		-	-	PA14_02030	AraC family transcriptional regulator	19	19	14	17	21	17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
185615	185692	187308	187930	+	-	PA14_02050	gamma-glutamyltranspeptidase	30	21	31	18	22	24	1.0	1.0	0.6688246812622882	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	0.8579592088360258	1.0	1.0	1.0	1.0	1.0
	187980	188816		+	-	PA14_02060	hypothetical protein	5	7	6	5	5	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8649486333876769	1.0	1.0	1.0	1.0	1.0	1.0
	189058	190464		+	-	PA14_02070	transporter	10	13	10	10	9	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8377612906718599	1.0	1.0	1.0	1.0	1.0	1.0
190465	190557	191222	191224	+	-	PA14_02090	TetR family transcriptional regulator	39	49	39	29	36	26	1.0	1.0	1.0	1.0	0.7995054496483689	1.0	0.5657436845301322	1.0	0.14097165151532498	1.0	1.0	0.9481752021929224	1.0	1.0	1.0
191228	191228	191818	191818	+	-	PA14_02100	hypothetical protein	116	130	100	105	127	105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9124911071971152	1.0	1.0	1.0	1.0	1.0	1.0
192562	192532	191825	191819	-	-	PA14_02110	diguanylate cyclase	43	40	43	44	46	44	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	193039	192659		-	-	PA14_02130	hypothetical protein	10	9	10	8	8	8	1.0	1.0	1.0	1.0	0.9787478381787649	1.0	1.0	1.0	0.9863131796435706	1.0	1.0	1.0	1.0	1.0	1.0
	193608	193066		-	-	PA14_02140	hypothetical protein	6	6	6	7	5	3	1.0	1.0	1.0	1.0	0.10597131979268203	1.0	1.0	1.0	0.034355347026640254	1.0	1.0	0.15886632208334558	1.0	0.023389996109758438	1.0
	195608	193617		-	-	PA14_02150	hypothetical protein	11	9	11	11	8	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
196939	196920	195871	195862	-	cheB	PA14_02180	chemotaxis-specific methylesterase	29	28	36	40	31	48	1.0	1.0	1.0	1.0	0.856102867547536	1.0	1.0	1.0	0.8428780622311963	1.0	1.0	1.0	1.0	1.0	1.0
197542	197542	196940	196940	-	-	PA14_02190	hypothetical protein	47	41	55	52	56	70	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8413450867164811	1.0	1.0	1.0	1.0	1.0	1.0
198458	198390	197548	197543	-	-	PA14_02200	chemotaxis protein methyltransferase	83	88	108	104	102	146	1.0	1.0	0.5204084038792246	1.0	0.7346309072303872	1.0	1.0	1.0	0.849529372702037	1.0	1.0	1.0	1.0	1.0	1.0
200504	200499	198460	198460	-	-	PA14_02220	chemotaxis transducer	406	421	485	568	490	659	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	201020	200535	200511	-	cheW	PA14_02230	purine-binding chemotaxis protein	316	318	387	473	376	504	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9777093108365946	1.0	1.0	1.0	1.0	1.0	1.0
202953	202926	201007		-	cheA	PA14_02250	two-component sensor	252	225	295	300	261	324	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
203320	203319	202954	202954	-	-	PA14_02260	two-component response regulator	753	756	1089	880	863	997	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
204749	204689	203517	203336	-	-	PA14_02270	chemotaxis transducer	106	96	133	137	101	121	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9681997054802729	1.0	1.0	1.0	1.0	1.0	1.0
205822	205815	204880	204837	-	-	PA14_02290	LysR family transcriptional regulator	42	38	36	44	40	38	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	205932	206684		+	fabG	PA14_02300	3-ketoacyl-ACP reductase	16	16	13	15	17	11	1.0	1.0	1.0	1.0	0.7347005443548451	1.0	1.0	1.0	0.7160563671559526	1.0	1.0	1.0	1.0	1.0	1.0
	208394	206784		-	atsA	PA14_02310	arylsulfatase	7	8	6	6	7	6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9510466044666982	1.0	1.0	1.0	1.0	1.0	1.0
	209321	208482		-	-	PA14_02330	ABC transporter ATP-binding protein	8	6	6	6	6	6	1.0	1.0	0.8086627446659822	1.0	0.8095302331298947	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	210934	209318		-	-	PA14_02340	ABC transporter permease	6	6	4	6	5	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	211201	212262		+	-	PA14_02360	ABC transporter substrate-binding protein	10	10	10	10	11	12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
	213643	212285		-	-	PA14_02370	porin	14	15	15	14	13	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
	213891	214616		+	-	PA14_02380	acid phosphatase	8	9	9	12	8	8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9353860800913462	1.0	1.0	1.0	1.0	0.8293829705010987	1.0
	215557	214640		-	-	PA14_02390	transcriptional regulator	8	14	11	12	10	10	0.9567966551368079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7343459543369253	1.0	1.0	1.0	1.0	1.0	1.0
	215908	218280		+	-	PA14_02410	TonB-dependent receptor	7	9	8	10	7	8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	218321	219223		+	-	PA14_02420	hypothetical protein	4	3	4	3	4	3	1.0	1.0	0.8589695777606202	1.0	0.6814919929331869	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	219291	220190		+	-	PA14_02435	hypothetical protein	5	5	6	6	5	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
220435	220837	221955	221955	+	-	PA14_02450	NAD(P) transhydrogenase subunit alpha part 1	56	59	71	67	62	73	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
221993	222031	222339		+	-	PA14_02460	NAD(P) transhydrogenase subunit alpha part 2	27	28	33	37	34	44	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8377612906718599	1.0	1.0	1.0	1.0	1.0	1.0
	222339	223775	223775	+	pntB	PA14_02470	pyridine nucleotide transhydrogenase subunit beta	30	36	34	36	33	45	1.0	1.0	1.0	1.0	0.9621929951373558	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	224119	224931		+	tonB2	PA14_02490	hypothetical protein	11	9	9	5	10	14	1.0	1.0	8.460451656042E-4	1.0	1.0	1.0	0.15169625346478585	1.0	0.6858998610295013	0.2218087364453718	1.0	0.5607902199592276	0.06484522034764113	2.6926503778022024E-6	1.0
224932	224960	225679	225680	+	exbB1	PA14_02500	transport protein ExbB	17	16	18	17	19	29	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7016234061083114	1.0	1.0	0.8887906870337402	1.0	0.9039104792275111	1.0
225681	225681	226082	226082	+	exbD1	PA14_02510	transport protein ExbD	76	54	45	23	63	133	1.0	0.6811894862368064	6.799493436555621E-7	1.0	0.7484711016009895	1.0	0.010887321116796028	1.0	0.08154750983155719	0.1867533890709469	1.0	3.8525039866928114E-4	0.0012884732871740723	4.4261489158687393E-26	0.6297869998439024
226485	226475	226263	226083	-	-	PA14_02520	hypothetical protein	215	189	144	75	268	504	1.0	1.0	3.621790308603203E-4	1.0	0.17018646684901945	1.0	0.006734777762489958	1.0	0.0776786727889809	0.2684433100426495	0.4684621084480695	7.298639940959697E-5	2.05283068967194E-6	9.316989643295204E-33	1.0
226682	226691	227272	227272	+	-	PA14_02530	hypothetical protein	34	68	45	27	45	55	0.3176585471825858	1.0	1.0	1.0	0.9621929951373558	1.0	0.011019902793479098	1.0	0.9510466044666982	0.8579592088360258	1.0	1.0	1.0	0.19143282097880646	1.0
227383	227383	229047		+	mdcA	PA14_02550	malonate decarboxylase subunit alpha	78	116	90	68	92	96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	229047	229928	229928	+	-	PA14_02560	triphosphoribosyl-dephospho-CoA synthase	37	70	60	43	62	80	0.559494167796119	1.0	1.0	0.7910781953543985	0.2864849296158407	1.0	0.9205127045767965	1.0	0.9936843319343431	1.0	1.0	1.0	1.0	0.62412925158866	1.0
	229930	230229		+	mdcC	PA14_02570	malonate decarboxylase subunit delta	23	57	45	30	56	61	0.044254246722524135	0.9172542899026866	1.0	0.06413817764134135	0.04347609033877363	1.0	0.17474249531731834	1.0	0.9941338349082152	1.0	1.0	1.0	0.5268882489041616	0.13441457185479236	1.0
	230222	231085		+	mdcD	PA14_02580	malonate decarboxylase subunit beta	38	82	66	49	75	84	0.3205061984963996	1.0	1.0	0.4543550853439945	0.25815811327213223	1.0	0.9222143269840961	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	0.8810759069070875	1.0
	231082	231888	231888	+	mdcE	PA14_02590	malonate decarboxylase subunit gamma	28	56	47	40	60	64	0.34321768532319397	1.0	1.0	0.1848393109515388	0.1671667196156767	1.0	1.0	1.0	0.9911884050858921	1.0	1.0	1.0	1.0	1.0	1.0
	231904	232596		+	-	PA14_02610	phosphoribosyl-dephospho-CoA transferase	31	42	57	31	41	39	1.0	0.9412934482993955	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	0.5298111357833919	1.0	1.0	1.0	1.0	1.0
	232593	233525	233562	+	-	PA14_02620	epsilon subunit of malonate decarboxylase	48	55	63	44	54	51	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	233582	233986	233986	+	-	PA14_02630	malonate carrier protein	20	25	27	21	23	22	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9840556924105633	1.0	1.0	1.0	1.0	1.0	1.0
233987	233992	234756	234840	+	-	PA14_02640	malonate transporter subunit MadM	18	25	24	24	25	25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	235770	234841		-	-	PA14_02650	malonate utilization transcriptional regulator	21	20	20	22	21	18	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
237185	237019	236099	235807	-	-	PA14_02660	LysR family transcriptional regulator	22	19	21	22	22	23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	237370	238860		+	-	PA14_02680	aldehyde dehydrogenase	4	4	4	6	4	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	238918	240351		+	-	PA14_02690	amino acid permease	12	11	12	16	10	12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	240382	241764		+	-	PA14_02700	aminotransferase	6	7	5	6	6	8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9936565689335694	1.0	1.0	0.5514187155816078	1.0	1.0	1.0
	241928	242986		+	-	PA14_02720	hypothetical protein	2	2	2	2	2	1	1.0	1.0	1.0	1.0	0.2928750475188599	1.0	1.0	1.0	0.40470040636815185	1.0	1.0	1.0	1.0	1.0	1.0
	243945	243064		-	-	PA14_02730	dihydrodipicolinate synthetase	17	10	10	11	8	8	0.5270922657484683	0.5508783933860193	0.7879182680520564	0.14988857319552346	0.017327981606543637	1.0	1.0	1.0	0.9353860800913462	1.0	1.0	1.0	1.0	1.0	1.0
244787	244787	244005	244005	-	-	PA14_02740	class II aldolase/adducin domain-containing protein	39	29	34	40	30	34	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
244942	244942	245481	245481	+	-	PA14_02750	transcriptional regulator	43	41	39	35	41	38	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	245632	246483		+	-	PA14_02760	CoA transferase, subunit A	5	6	5	4	5	6	1.0	1.0	0.9369319577507959	1.0	1.0	1.0	0.9260037844920077	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	246480	247262		+	-	PA14_02770	CoA transferase subunit B	8	8	9	8	6	7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
	247259	248464		+	pcaF	PA14_02790	beta-ketoadipyl CoA thiolase	16	15	12	14	10	12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.965499862116655	1.0	1.0	1.0	1.0	1.0	1.0
248465	248614	249912	249912	+	pcaT	PA14_02810	dicarboxylic acid transporter PcaT	31	25	28	28	28	27	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
249913	249935	251314	251314	+	pcaB	PA14_02830	3-carboxy-cis,cis-muconate cycloisomerase	64	62	59	59	61	60	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
251315	251329	252120	252127	+	pcaD	PA14_02840	beta-ketoadipate enol-lactone hydrolase	46	49	41	38	50	40	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9510466044666982	1.0	1.0	1.0	1.0	1.0	1.0
252131	252131	252532	252659	+	pcaC	PA14_02850	gamma-carboxymuconolactone decarboxylase	49	67	47	59	65	72	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	0.9308604291501429	1.0	1.0	1.0
252660	252660	253601	253601	+	-	PA14_02870	transcriptional regulator	52	44	42	48	44	47	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9911884050858921	1.0	1.0	1.0	1.0	1.0	1.0
	253792	254625		+	-	PA14_02890	hypothetical protein	6	6	6	6	6	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	256110	254764		-	pcaK	PA14_02900	4-hydroxybenzoate transporter PcaK	2	2	3	2	2	2	1.0	1.0	1.0	1.0	0.9274059410428453	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
256416	256416	257195	257195	+	-	PA14_02910	IclR family transcriptional regulator	52	15	26	32	19	42	9.689448662515911E-5	0.2264531955911291	0.6182392320109195	0.01562707236550532	1.0	1.0	0.3893674307308771	1.0	0.008997272735524298	1.0	1.0	0.7960853666766391	1.0	1.0	0.33014620865972416
